ID,original_language,good_diacritic,good_sentence_raw,good_sentence,good_translation,good_source,good_page,good_num,bad_diacritic,bad_sentence_raw,bad_sentence,bad_translation,bad_source,bad_page,bad_num,phenomenon,paradigm
731,ind,g,Buku itu sudah dibaca oleh dia.,Buku itu sudah dibaca oleh dia.,The book was already read by him/her.,Arka & Manning 1998,10,24a,*,Buku itu sudah baca oleh dia.,Buku itu sudah baca oleh dia.,The book was already read by him/her.,Arka & Manning 1998,10,24b,Argument Structure,passive
2267,ind,g,Dirinya yang dia ajukan sebagai calon.,Dirinya yang dia ajukan sebagai calon.,It is himself that he nominated as a candidate.,Arka & Manning 1998,4,7a,*,Dirinya yang ajukan sebagai calon.,Dirinya yang ajukan sebagai calon.,It is himself that he nominated as a candidate.,Arka & Manning 1998 (adapted),4,7a,Binding,anaphor
2269,ind,g,Amir tertembak oleh dirinya sendiri.,Amir tertembak oleh dirinya.,Amir accidentally shot himself.,Arka & Manning 1998 (adapted),5,11a,*,Dirinya sendiri tertembak Amir.,Dirinya tertembak Amir.,Amir accidentally shot himself.,Arka & Manning 1998 (adapted),5,11b,Argument Structure,passive
1238,ind,g,Ini akan merupakan hal yang luar biasa.,Ini akan merupakan hal yang luar biasa.,This will be an extraordinary case.,Besier 2021,24,13,*,Ini akan adalah hal yang luar biasa.,Ini akan adalah hal yang luar biasa.,This will be an extraordinary case.,Besier 2021,24,13,Misc./Unknown,copula
1773,ind,g,Saya tidak mau pergi ke mana-mana.,Saya tidak mahu pergi ke mana-mana.,I do not want to go anywhere.,Sato 2016,245,7b,*,Saya tidak mau menangis kenapa-kenapa.,Saya tidak mahu menangis kenapa-kenapa.,I do not want to cry for any reason.,Sato 2016,245,7c,NPI Licensing,NPI
1248,ind,g,Dia adalah dokter.,Dia adalah doktor.,S/he is a doctor.,constructed,nan,nan,*,Dia akan dokter.,Dia akan doktor.,S/he will be a doctor.,Besier 2021,27,32,Misc./Unknown,copula
738,ind,g,"Orang itu, ayahnya mencari-cari kamu.","Orang itu, ayahnya mencari-cari awak.","The person, his/her father is looking for you.",Arka & Manning 1998,12,30a,?*,"Orang itu, kamu dicari-cari ayahnya.","Orang itu, awak dicari-cari ayahnya.","The person, you are wanted by his/her father.",Arka & Manning 1998,12,30c,Filler-gap,resumptive pronoun
741,ind,g,Itu terbuat dari kaca. Itu diterangi oleh lampu.,Itu diperbuat daripada kaca. Ia diterangi oleh lampu.,It is made of glass. It is lit by lamps.,constructed,nan,nan,*,Itu terbuat dari kaca. Ia diterangi oleh lampu.,Itu diperbuat daripada kaca. Itu diterangi oleh lampu.,It is made of glass. It is lit by lamps.,Moeljadi 2023,438,nan,Misc./Unknown,pronoun
1254,ind,g,Pacarnya Siskakah Adit?,Kekasih Siskakah Adit?,Is it the case that Adit is Siska’s boyfriend?,constructed,nan,nan,*,Adalah pacarnya Siskakah Adit?,Adalah kekasih Siskakah Adit?,Is it the case that Adit is Siska’s boyfriend?,Besier 2021,28,42,Misc./Unknown,focus
231,ind,g,Bukankah bagian kalimat ini mau ditegaskannya?,Bukankah bahagian ayat ini mahu ditekankannya?,Did he want to explain this part of the sentence?,Polinsky & Potsdam 2008,1627,38a,*,Bagian kalimat ini bukankah mau ditegaskannya?,Bahagian ayat ini bukankah mahu ditekankannya?,Did he want to explain this part of the sentence?,Polinsky & Potsdam 2008,1627,38b,Control/Raising,complementation
232,ind,g,Kamis ini bukankah Siti mau membeli buku itu?,Khamis ini bukankah Siti mahu membeli buku itu?,Does Siti want to buy that book on Thursday?,Polinsky & Potsdam 2008,1627,39b,*,Bukankah kamis ini Siti mau membeli buku itu?,Bukankah Khamis ini Siti mahu membeli buku itu?,Does Siti want to buy that book on Thursday?,Polinsky & Potsdam 2008,1627,39a,Control/Raising,complementation
742,ind,g,Mereka fokus pada pelajaran Bahasa Indonesia.,Mereka fokus pada pelajaran bahasa Melayu.,They focus on Indonesian language lessons.,constructed,nan,nan,*,Mereka fokus pada belajaran Bahasa Indonesia.,Mereka fokus pada belajaran bahasa Melayu.,They focus on Indonesian language lessons.,Moeljadi 2023,439,nan,Morphology,nominalization
746,ind,g,Di sana ada banyak rumah sakit/panjang.,Di sana ada banyak rumah panjang.,There are many {hospitals/long houses} there.,constructed,nan,nan,*,Di sana ada banyak rumah sakit-sakit/panjang-panjang.,Di sana ada banyak rumah panjang-panjang.,There are many {hospitals/long houses} there.,Moeljadi 2023 (adapted),439,nan,Morphology,inflection
745,ind,g,Dia membeli beberapa buku.,Dia membeli beberapa buku.,S/he bought several books.,constructed,nan,nan,*,Dia membeli beberapa buku-buku.,Dia membeli beberapa buku-buku.,S/he bought several books.,Moeljadi 2023,439,nan,Morphology,inflection
1256,ind,g,Sukarno adalah presiden Indonesia yang pertama.,Sukarno adalah presiden Indonesia yang pertama.,Sukarno was the first president of Indonesia.,Besier 2021,32,59,*,Sukarno presiden Indonesia yang pertama.,Sukarno presiden Indonesia yang pertama.,Sukarno was the first president of Indonesia.,Besier 2021,32,59,Misc./Unknown,copula
749,ind,g,"Kalau mau makan, nasinya di meja.","Kalau nak makan, nasi di atas meja.","If you want to eat, the rice is on the table.",constructed,nan,nan,*,"Kalau mau makan, nasi itu di meja.","Kalau nak makan, nasi itu di atas meja.","If you want to eat, the rice is on the table.",Moeljadi 2023,439,nan,Nominal Structure,modifier
238,ind,g,Rumah itu akan saya jual.,Rumah itu akan saya jual.,"The house, I will sell.",Aldridge 2008,1451,25a,*,Rumah itu saya akan jual.,Rumah itu saya akan jual.,"The house, I will sell.",Aldridge 2008,1451,25b,Morphology,topicalization
750,ind,g,"Saya ingin makan, tetapi nasinya sudah habis.","Saya ingin makan, tetapi nasi sudah habis.","I want to eat, but the rice is finished.",constructed,nan,nan,*,"Saya ingin makan, tetapi nasi sudah habis.","Saya ingin makan, tetapi nasi itu sudah habis.","I want to eat, but the rice is finished.",Moeljadi 2023,439,nan,Nominal Structure,modifier
240,ind,g,Gadis cantik itu ditontonnya.,Gadis cantik itu diperhatikannya.,He watched that beautiful girl.,Donohue 2008 (adapted),1475,18,*,Gadis cantik itu ditontonku.,Gadis cantik itu diperhatikanku.,I watched that beautiful girl.,Donohue 2008 (adapted),1475,22,Verbal Agreement,person constraint
241,ind,g,Gadis cantik itu saya tonton.,Gadis cantik itu saya perhatikan.,I watched that beautiful girl.,Donohue 2008 (adapted),1475,23b,*,Gadis cantik itu ditonton oleh saya.,Gadis cantik itu diperhatikan oleh saya.,I watched that beautiful girl.,Donohue 2008 (adapted),1475,21,Verbal Agreement,person constraint
752,ind,g,Ada empat patung emas yang berbaris.,Ada empat patung emas yang berbaris di atas meja.,There are four golden statues lined up on the table.,constructed,nan,nan,*,Ada empat patung emas berbaris.,Ada empat patung emas berbaris di atas meja.,There are four golden statues lined up on the table.,Moeljadi 2023 (adapted),439,nan,Nominal Structure,modifier
751,ind,g,Alat musiknya bagus sekali.,Alat muziknya sangat bagus.,The/His/Her musical instrument is very good.,constructed,nan,nan,*,Alatnya musiknya bagus sekali.,Alatnya muziknya sangat bagus.,The/His/Her musical instrument is very good.,Moeljadi 2023,439,nan,Nominal Structure,modifier
1780,ind,g,"Esti bilang seseorang politisi terkenal tertentu tinggal di rumah tertentu di lingkungannya, tapi saya sudah lupa siapa di rumah yang mana.","Esti kata seorang ahli politik terkenal tertentu tinggal di rumah tertentu di kawasannya, tapi saya sudah lupa siapa di rumah yang mana.","Esti said that a famous politician lives in a certain house in her neighborhood, but I already forgot who in which house.",Sato 2016,253,33,*,"Esti bilang seseorang politisi terkenal tertentu datang ke rumahnya untuk beberapa alasan, tapi saya sudah lupa siapa kenapa.","Esti kata seorang ahli politik terkenal tertentu datang ke rumahnya untuk beberapa alasan, tapi saya sudah lupa siapa kenapa.","Esti said that a famous politician came to her house for some reason, but I already forgot who why.",Sato 2016,253,34,Ellipsis,sluicing
1269,zsm,g,Jadilah seorang guru!,Jadilah seorang guru!,Become a teacher!,Amir Rahid 2018 (adapted),30,16b,*,Ialah seorang guru!,Ialah seorang guru!,Be a teacher!,Amir Rahid 2018,30,16a,Misc./Unknown,focus
758,ind,g,Saya akan mendeskripsikan rumah saya.,Saya akan menerangkan rumah saya.,I will describe my house.,constructed,nan,nan,*,Saya akan deskripsi rumah saya.,Saya akan terang rumah saya.,I will describe my house.,Moeljadi 2023,440,nan,Morphology,part of speech
755,ind,g,Saya sangat ingin makan soto.,Saya sangat teringin makan soto.,I really want to eat soto.,constructed,nan,nan,*,Saya sangat ingin untuk makan soto.,Saya sangat teringin untuk makan soto.,I really want to eat soto.,Moeljadi 2023,439,nan,Control/Raising,complementation
248,ind,g,Siapa wanita yang rumahnya saya kunjungi?,Siapa wanita yang rumahnya saya kunjungi?,Who is the woman whose house I visited?,Chung 2008,1571,29c,*,Siapa wanita yang saya mengunjungi rumahnya?,Siapa wanita yang saya mengunjungi rumahnya?,Who is the woman whose house I visited?,Chung 2008,1571,30a,Filler-gap,resumptive pronoun
249,ind,g,Inilah orang yang hendak kita naikkan layang-layangnya.,Inilah orang yang hendak kita naikkkan layang-layangnya.,Here is the person whose kite we're going to fly.,Chung 2008,1572,31c,*?,Inilah orang yang kita hendak naikkan layang-layangnya.,Inilah orang yang kita hendak naikkan layang-layangnya.,Here is the person whose kite we're going to fly.,Chung 2008,1572,30b,Filler-gap,resumptive pronoun
760,ind,g,Saya pergi mengunjungi rumah paman.,Saya pergi mengunjungi rumah pak cik.,I went to visit my uncle's house.,constructed,nan,nan,*,Saya pergi berkunjung mengunjungi rumah paman.,Saya pergi berkunjung mengunjungi rumah pak cik.,I went to visit my uncle's house.,Moeljadi 2023,440,nan,Misc./Unknown,verbal structure
763,ind,g,Itu mudah untuk dimasak ketika Anda lapar.,Itu mudah untuk dimasak apabila anda lapar.,That's easy to cook when you're hungry.,constructed,nan,nan,*,Mudah untuk dimasak ketika Anda lapar.,Mudah untuk dimasak apabila anda lapar.,That's easy to cook when you're hungry.,Moeljadi 2023,440,nan,Misc./Unknown,pronoun
252,ind,g,Dia anak yang sudah sering kali Ali memukulnya.,Dia kanak-kanak yang sudah sering kali Ali memukulnya.,He is the boy that Ali has already beaten so often.,Chung 2008 (adapted),1575,37a,*,Dia anak yang dua hari yang lalu Ali memukulnya.,Dia kanak-kanak yang dua hari yang lalu Ali memukulnya.,He is the boy that Ali beat two days ago.,Chung 2008 (adapted),1575,37b,Filler-gap,resumptive pronoun
1272,zsm,g,Lantai sudah bersih.,Lantai sudah bersih.,The floor is now clean.,Amir Rahid 2018,32,20a,*,Lantai sudah adalah bersih.,Lantai sudah adalah bersih.,The floor is now clean.,Amir Rahid 2018,32,20a,Misc./Unknown,copula
2294,zsm,g,Ali tidak pandai bercakap bahasa Jepun sepatah pun.,Ali tidak pandai bercakap bahasa Jepun sepatah pun.,Ali does not know how to speak even a single word of Japanese.,Zoraida 2006,78,27a,*,Ali pandai bercakap bahasa Jepun sepatah pun.,Ali pandai bercakap bahasa Jepun sepatah pun.,Ali knows how to speak even a single word of Japanese.,Zoraida 2006,78,27b,NPI Licensing,NPI
2295,zsm,g,Dia tidak mengalihkan sedikit pun matanya.,Dia tidak mengalihkan sedikit pun matanya.,He didn't move his eyes even slightly.,Zoraida 2006,79,30a,*,Dia mengalihkan sedikit pun matanya.,Dia mengalihkan sedikit pun matanya.,He move his eyes even slightly.,Zoraida 2006,79,30b,NPI Licensing,NPI
2298,zsm,g,Mereka tidak berganjak sedikit pun dari tempat masing-masing.,Mereka tidak berganjak sedikit pun dari tempat masing-masing.,They did not move a bit from their respective places.,Zoraida 2006,79,31a,*,Mereka tidak berganjak sedikit dari tempat masing-masing.,Mereka tidak berganjak sedikit dari tempat masing-masing.,They did not move a bit from their respective places.,Zoraida 2006,79,31c,NPI Licensing,NPI
769,zsm,g,Kamu sayang perempuan yang telah berjumpa siapa?,Kamu sayang perempuan yang telah berjumpa dengan siapa?,You love the woman who met who?,Cole & Hermon 1998 (adapted),228,13b,*,Dengan siapa kamu sayang perempuan yang telah berjumpa?,Dengan siapa kamu sayang perempuan yang telah berjumpa?,You love the woman who met who?,Cole & Hermon 1998,227,7b,Island effects,complex-NP island
770,zsm,g,Yang Ali mengahwini siapa mengecewakan ibunya?,Yang Ali mengahwini siapa mengecewakan ibunya?,Who that Ali married upset his mother?,Cole & Hermon 1998,228,14,*,Siapa yang Ali mengahwini mengecewakan ibunya?,Siapa yang Ali mengahwini mengecewakan ibunya?,Who did that Ali married upset his mother?,Cole & Hermon 1998,227,8,Island effects,subject island
771,zsm,g,Ali dipecat kerana dia membeli apa?,Ali dipecat kerana dia membeli apa?,Ali was fired because Fatimah thinks he bought what?,Cole & Hermon 1998 (adapted),228,15,*,Apa yang Ali dipecat kerana dia beli?,Apa yang Ali dipecat kerana dia beli?,Ali was fired because he bought what?,Cole & Hermon 1998,227,9,Island effects,adjunct island
772,zsm,g,Ali dipecat kerana dia membeli apa?,Ali dipecat kerana dia membeli apa?,Ali was fired because Fatimah thinks he bought what?,Cole & Hermon 1998 (adapted),228,15,*,Apa Ali dipecat kerana dia beli?,Apa Ali dipecat kerana dia beli?,Ali was fired because he bought what?,Cole & Hermon 1998,227,9,Island effects,adjunct island
773,zsm,g,Awak agak di mana Mary membeli apa?,Awak agak di mana Mary membeli apa?,What do you wonder where Mary bought?,Cole & Hermon 1998,228,16a,*,Apa yang awak agak di mana Mary beli?,Apa yang awak agak di mana Mary beli?,What do you wonder where Mary bought?,Cole & Hermon 1998,227,10a,Island effects,wh- island
774,zsm,g,Awak agak di mana Mary membeli apa?,Awak agak di mana Mary membeli apa?,What do you wonder where Mary bought?,Cole & Hermon 1998,228,16a,*,Apa awak agak di mana Mary beli?,Apa awak agak di mana Mary beli?,What do you wonder where Mary bought?,Cole & Hermon 1998,227,10a,Island effects,wh- island
2307,zsm,g,Kalau tidak bercuti tidak sempat saya buat kerja ini.,"Kalau tidak bercuti, tidak sempat saya buat kerja ini.","If I didn't have a vacation, I wouldn't have time to do this work.",Zoraida 2006,82,54,*,Kalau tidak bercuti bukan sempat saya buat kerja ini.,"Kalau tidak bercuti, bukan sempat saya buat kerja ini.","If I didn't have a vacation, I wouldn't have time to do this work.",Zoraida 2006,82,54,Misc./Unknown,negation
2303,zsm,g,Paling kurang 5 orang telah berjaya ke menara gading.,Paling kurang 5 orang telah berjaya ke menara gading.,At least 5 people have made it to the ivory tower.,Zoraida 2006,81,40a,*,Paling 5 orang telah berjaya ke menara gading.,Paling 5 orang telah berjaya ke menara gading.,At least 5 people have made it to the ivory tower.,Zoraida 2006,81,40b,Morphology,idiom
2313,ind,g,Siapa yang adik baca bukunya?,Siapa yang adik baca bukunya?,Who is it that brother is reading (her) book,Jeoung 2020a,121,29,*,Siapa yang adik baca buku?,Siapa yang adik baca buku?,Who is it that brother is reading (her) book,Jeoung 2020a,121,29,Filler-gap,resumptive pronoun
2314,ind,g,Siapa yang rumahnya diratakan kemarin?,Siapa yang rumahnya dimusnahkan semalam?,Whose house was destroyed yesterday?,Jeoung 2020a,121,28,*,Siapa yang rumah diratakan kemarin?,Siapa yang rumah dimusnahkan semalam?,Whose house was destroyed yesterday?,Jeoung 2020a,121,28,Filler-gap,resumptive pronoun
779,zsm,g,Kamu gembira yang Bill belajar apa?,Kamu gembira yang Bill belajar apa?,What are you happy that Bill studies?,Cole & Hermon 1998,229,18,??,Apa yang kamu gembira yang Bill belajar?,Apa yang kamu gembira yang Bill belajar?,What are you happy that Bill studies?,Cole & Hermon 1998,228,12b,Island effects,factive island
2316,ind,g,Promosi akan saya dapat.,Kenaikan pangkat akan saya dapat.,I will get a promotion.,Jeoung 2020b,e161,21,*,Promosi perlu saya dapat.,Kenaikan pangkat perlu saya dapat.,I need to get a promotion.,Jeoung 2020b,e161,25,Morphology,part of speech
1293,zsm,g,Buku itu sudah dibacanya.,Buku itu sudah dibacanya.,The book was already read by him/her.,constructed,nan,nan,*,Buku itu sudah mendibacanya.,Buku itu sudah mendibacanya.,The book was already read by him/her.,Nomoto 2013,139,47a,Morphology,voice
781,zsm,g,Orang itu yang saya tanya bekerja di mana ialah abang saya,Orang itu yang saya tanya bekerja di mana ialah abang saya,The person who I asked where he worked is my brother.,Cole & Hermon 1998,230,21a,*,Orang itu yang saya tanya di mana bekerja ialah abang saya.,Orang itu yang saya tanya di mana bekerja ialah abang saya.,The person who I asked where he worked is my brother.,Cole & Hermon 1998,230,20a,Island effects,wh- island
782,zsm,g,Lelaki yang kamu tanya beli apa ialah abang saya.,Lelaki yang kamu tanya beli apa ialah abang saya.,The man who you asked bought what is my brother.,Cole & Hermon 1998,230,21b,*,Lelaki yang kamu tanya apa beli ialah abang saya.,Lelaki yang kamu tanya apa beli ialah abang saya.,The man who you asked bought what is my brother.,Cole & Hermon 1998,230,20b,Island effects,wh- island
2318,ind,g,Kopi Nescafe tidak pernah kuminum.,Kopi Nescafe tidak pernah kuminum.,I have never drunk Nescafé coffee.,Jeoung 2020b,e161,23,*,Kopi Nescafe lupa kuminum.,Kopi Nescafe lupa kuminum.,I forgot to drink Nescafé coffee.,Jeoung 2020b,e161,27,Morphology,part of speech
785,zsm,g,Siapa Bill beritahu ibunya yang menyintai Fatimah?,Siapa Bill beritahu ibunya yang menyintai Fatimah?,Who does Bill tell his mother that loves Fatimah?,Cole & Hermon 1998,232,27a,*,Siapa Bill memberitahu ibunya yang menyintai Fatimah?,Siapa Bill memberitahu ibunya yang menyintai Fatimah?,Who does Bill tell his mother that loves Fatimah?,Cole & Hermon 1998,232,27a,Filler-gap,wh- question
2322,ind,g,Promosi akan saya dapat.,Kenaikan pangkat akan saya dapat.,I will get a promotion.,Jeoung 2020b,e161,21,*,Promosi suka saya dapat.,Kenaikan pangkat suka saya dapat.,I need to get a promotion.,Jeoung 2020b,e164,36,Morphology,part of speech
2319,ind,g,Kopi Nescafe tidak pernah kuminum.,Kopi Nescafe tidak pernah kuminum.,I have never drunk Nescafé coffee.,Jeoung 2020b,e161,23,*,Kopi Nescafe mulai kuminum.,Kopi Nescafe mula kuminum.,I began to drink Nescafé coffee.,Jeoung 2020b,e161,27,Morphology,part of speech
788,zsm,g,Siapa Ali buktikan yang curi kereta?,Siapa Ali buktikan yang curi kereta?,Who did Ali prove stole the car?,Cole & Hermon 1998,232,27b,*,Siapa Ali membuktikan yang curi kereta?,Siapa Ali membuktikan yang curi kereta?,Who did Ali prove stole the car?,Cole & Hermon 1998,232,27b,Filler-gap,wh- question
2317,ind,g,Banyak film romantis sudah kutonton.,Banyak filem romantik sudah kutonton.,I have watched many romantic films.,Jeoung 2020b,e161,22,*,Banyak film romantis setuju kutonton.,Banyak filem romantik setuju kutonton.,I agreed to watch many romantic films.,Jeoung 2020b,e161,26,Morphology,part of speech
2323,ind,g,Mereka pelajar.,Mereka pelajar.,They are students.,Nomoto 2013,113,28a,*,Mereka pelajar-pelajar.,Mereka pelajar-pelajar.,They are students.,Nomoto 2013,113,28a,Morphology,inflection
280,zsm,g,Anjing yang tidur di atas bangku itu anjing saya.,Anjing yang tidur di atas bangku itu anjing saya.,The dog that sleeps on the bench is my dog.,Yeoh 1979,34,53a,*,Anjing yang di atas bangku tidur itu anjing saya.,Anjing yang di atas bangku tidur itu anjing saya.,The dog that on the bench sleeps is my dog.,Yeoh 1979,34,53b,Argument Structure,scrambling
793,zsm,g,Fatimah yang Ali cintai.,Fatimah yang Ali cintai.,It’s Fatimah who Ali loves.,Cole & Hermon 1998,233,30b,*,Fatimah yang Ali mencintai.,Fatimah yang Ali mencintai.,It’s Fatimah who Ali loves.,Cole & Hermon 1998,233,30b,Filler-gap,cleft
792,zsm,g,Buku ini yang Fatimah beli.,Buku ini yang Fatimah beli.,This is the book that Fatimah bought.,Cole & Hermon 1998,233,30a,*,Buku ini yang Fatimah membeli.,Buku ini yang Fatimah membeli.,This is the book that Fatimah bought.,Cole & Hermon 1998,233,30a,Filler-gap,cleft
768,ind,g,Kamu fikir Ali suka perempuan yang tinggal di mana?,Kamu fikir Ali suka perempuan yang tinggal di mana?,You think Ali likes the woman who lives where?,Cole & Hermon 1998,228,13a,*,Di mana kamu fikir Ali suka perempuan yang tinggal?,Di mana kamu fikir Ali suka perempuan yang tinggal?,You think Ali likes woman who lives where?,Cole & Hermon 1998,227,7a,Island effects,complex-NP island
1308,ind,g,Saya menyuruh dia makan.,Saya menyuruh dia makan.,I asked him to eat.,Arka 2013,28,12b,*,Saya menyuruh dia sudah makan.,Saya menyuruh dia sudah makan.,I asked him to already eat.,Arka 2013,28,12c,Control/Raising,object control
1309,ind,g,Saya menyuruh dia makan.,Saya menyuruh dia makan.,I asked him to eat.,Arka 2013,28,12b,*,Saya menyuruh dia sedang makan.,Saya menyuruh dia sedang makan.,I asked him to be eating.,Arka 2013,28,12c,Control/Raising,object control
798,zsm,g,Apa yang kamu fikir Ali beli di mana?,Apa yang kamu fikir Ali beli di mana?,What do you think Ali bought where?,Cole & Hermon 1998,230,22,*,Di mana kamu fikir apa yang Ali beli?,Di mana kamu fikir apa yang Ali beli?,Where do you think what did Ali buy?,Cole & Hermon 1998,236,38,Island effects,wh- island
799,zsm,g,Apa kamu fikir Ali beli di mana?,Apa kamu fikir Ali beli di mana?,What do you think Ali bought where?,Cole & Hermon 1998,230,22,*,Di mana kamu fikir apa Ali beli?,Di mana kamu fikir apa Ali beli?,Where do you think what did Ali buy?,Cole & Hermon 1998,236,38,Island effects,wh- island
288,zsm,g,Surat itu sudah kuambil.,Surat itu sudah kuambil.,The letter has been taken by me.,constructed,nan,nan,*,Surat itu sudah diambil oleh aku.,Surat itu sudah diambil oleh aku.,The letter has been taken by me.,Yeoh 1979,53,84',Verbal Agreement,person constraint
800,zsm,g,Kamu gembira yang Bill belajar apa?,Kamu gembira yang Bill belajar apa?,You are happy that Bill studies what?,Cole & Hermon 1998,229,18,*,Kamu gembira bagaimana yang Bill belajar?,Kamu gembira bagaimana yang Bill belajar?,You are happy that Bill studies how?,Cole & Hermon 1998,236,39,Island effects,factive island
1310,ind,g,Orang itu mendorong saya jatuh.,Orang itu menolak saya jatuh.,The person pushed me (and as a result I) fell off.,Arka 2013,28,13a,*,Orang itu medorong saya akan jatuh.,Orang itu menolak saya akan jatuh.,The person pushed me (and as a result I) would fall off.,Arka 2013,28,13b,Misc./Unknown,verbal structure
2296,zsm,g,Dia tidak mengalihkan sedikit pun matanya.,Dia tidak mengalihkan sedikit pun matanya.,He didn't move his eyes even slightly.,Zoraida 2006,79,30a,*,Dia tidak mengalihkan sedikit matanya.,Dia tidak mengalihkan sedikit matanya.,He didn't move his eyes even slightly.,Zoraida 2006,79,30c,NPI Licensing,NPI
808,zsm,g,Siapa tidak mau coklat payung?,Siapa tidak mau coklat payung?,Who does not want an umbrella chocolate?,constructed,nan,nan,*,Siapa bukan mau coklat payung?,Siapa bukan mau coklat payung?,Who does not want an umbrella chocolate?,"Cole, Hermon & Tjung 2005",574,55a,Misc./Unknown,negation
809,ind,g,"Ali berdansa dengan Fatimah kemarin, tapi saya tidak ingat dengan siapa lagi.","Ali menari dengan Fatimah semalam, tetapi saya tidak ingat dengan siapa lagi.","Ali danced with Fatimah yesterday, but I don't remember who else with.",Sato 2011 (adapted),348,18a,*,"Ali berdansa dengan Fatimah kemarin, tapi saya tidak ingat dengan siapa itu lagi.","Ali menari dengan Fatimah semalam, tetapi saya tidak ingat dengan siapa itu lagi.","Ali danced with Fatimah yesterday, but I don't remember who else with.",Sato 2011 (adapted),348,18b,Ellipsis,sluicing
811,ind,g,Teman yang saya ingin menjelaskan masalah ini kepadanya ada di sini.,Kawan yang saya ingin menjelaskan masalah ini kepadanya ada di sini.,The friend to whom I wanted to explain this problem is here.,constructed,nan,nan,*,Teman yang saya menjelaskan masalah ini kepadanya ada di sini.,Kawan yang saya menjelaskan masalah ini kepadanya ada di sini.,The friend to whom I explained this problem is here.,Verhaar 1983 (adapted),56,59,Filler-gap,relative clause
813,ind,g,Mereka ada rapat.,Mereka ada mesyuarat.,They have a meeting.,Moeljadi 2011,127,7e,*,Mereka ada rapatnya.,Mereka ada mesyuaratnya.,They have a meeting.,Moeljadi 2011,127,7f,Nominal Structure,modifier
2299,zsm,g,Mereka tidak makan apa-apa sejak pagi tadi.,Mereka tidak makan apa-apa sejak pagi tadi.,They haven't eaten anything since this morning.,Zoraida 2006,80,32b,*,Mereka makan apa-apa sejak pagi tadi.,Mereka makan apa-apa sejak pagi tadi.,They have eaten anything since this morning.,Zoraida 2006,80,32c,NPI Licensing,NPI
309,zsm,g,Kain awak jual.,Kain awak jual.,Cloth you sold.,Yeoh 1979,65,113,*,Kain awak menjual.,Kain awak menjual.,Cloth you sold.,Yeoh 1979,73,142,Filler-gap,topicalization
1333,ind,g,Kapan belinya?,Bila belinya?,When did you buy it?,Arka 2013,34,35a,*,Kapan akan belinya?,Bila akan belinya?,When will you buy it?,Arka 2013,35,35b,Morphology,nominalization
1335,ind,g,Kapan lahirnya?,Bila lahirnya?,When was s/he born?,Arka 2013,35,36a,*,Kapan akan lahirnya?,Bila akan lahirnya?,When will s/he be born?,Arka 2013,35,36b,Morphology,nominalization
1338,ind,g,Dia tidur.,Dia tidur.,S/he is sleeping.,Arka 2013,37,44a,*,Dia adalah tidur.,Dia adalah tidur.,S/he is sleeping.,Arka 2013,37,44b,Misc./Unknown,copula
317,zsm,g,Orang lelaki itu saya bunuh.,Orang lelaki itu saya bunuh.,That man was killed by me.,Yeoh 1979,80,150a,*,Orang lelaki itu saya akan bunuh.,Orang lelaki itu saya akan bunuh.,"That man, I will kill.",Yeoh 1979,80,150b,Filler-gap,topicalization
318,zsm,g,Dia sudah menangkap ikan merah itu.,Dia sudah menangkap ikan merah itu.,He/She has caught the red fish.,Yeoh 1979,76,148a,*,Dia sudah tangkap ikan merah itu.,Dia sudah tangkap ikan merah itu.,He/She has caught the red fish.,Yeoh 1979,76,148b,Morphology,voice
2292,zsm,g,Seorang kuli menggergaji kayu datang.,Seorang tukang kayu datang.,A woodcutter came.,constructed,nan,nan,*,Kuli menggergaji kayu datang seorang.,Tukang kayu seorang datang.,A woodcutter came.,Zoraida 2006 (adapted),78,25c,Quantifiers,floating quantifiers
1284,ind,g,Ayah tentu akan kuobati.,Ayah tentu akan kuubati.,I certainly will treat father.,constructed,nan,nan,?*,Ayah tentu kuakan obati.,Ayah tentu kuakan ubati.,I certainly will treat father.,Nomoto 2022,355,36b,Argument Structure,passive
1350,ind,g,Siapa yang kamu buktikan telah mencuri mobil?,Siapa yang awak buktikan telah mencuri kereta?,Who did you prove stole the car?,"Cole, Hermon & Yanti 2008 (adapted)",1514,44b,*,Siapa yang kamu membuktikan telah mencuri mobil?,Siapa yang awak membuktikan telah mencuri kereta?,Who did you prove stole the car?,"Cole, Hermon & Yanti 2008 (adapted)",1514,44b,Filler-gap,wh- question
777,zsm,g,Siapa Ali tidak fikir Fatimah suka?,Siapa Ali tidak fikir Fatimah suka?,Who does Ali not think that Fatimah likes?,Cole & Hermon 1998,228,11a,*,Kenapa Ali tidak fikir Fatimah dipecat?,Kenapa Ali tidak fikir Fatimah dipecat?,Why did Ali not think Fatimah was fired?,Cole & Hermon 1998,228,11b,Island effects,negative island
2304,zsm,g,Paling tidak mereka mesti singgah ke rumah saya.,Paling tidak mereka mesti singgah ke rumah saya.,At least they must stop by my house.,Zoraida 2006,81,41a,*,Paling mereka mesti singgah ke rumah saya.,Paling mereka mesti singgah ke rumah saya.,At least they must stop by my house.,Zoraida 2006,81,41b,Morphology,idiom
